Country,State,District,Year,"Functional Sub Centres (UOM:Number), Scaling Factor:1","Functional Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Community Health Centres (Chcs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres-Sub Centres  (Hwc-Scs) (UOM:Number), Scaling Factor:1","Functional Health And Wellness Centres (Hwc)-Primary Health Centres (Phcs) (UOM:Number), Scaling Factor:1","Functional Sub Divisional Hospitals (Sdhs) (UOM:Number), Scaling Factor:1","Functional District Hospitals (Dhs) (UOM:Number), Scaling Factor:1"
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2019",64,15,5,,,0,2
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2019",46,15,3,,,0,1
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2019",45,16,2,,,0,2
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2019",96,18,2,,,1,2
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2019",59,11,2,,,0,1
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2019",26,5,1,,,0,1
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2019",37,5,1,,,0,1
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2019",68,11,1,,,1,1
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2019",33,6,1,,,0,1
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2019",27,5,1,,,0,1
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2019",24,4,0,,,0,1
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2019",50,15,2,,,0,1
India,Nagaland,Unknown Districts Of India,"Financial Year (Apr - Mar), 2019",6053,1299,257,,,74,29
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2019",371,90,22,,,3,1
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2019",684,133,37,,,0,1
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2019",453,59,22,,,0,1
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2019",265,53,14,,,0,1
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2019",721,104,24,,,1,1
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2019",395,75,17,,,0,1
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2019",534,86,25,,,0,1
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2019",419,72,17,,,0,0
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2019",207,33,13,,,0,1
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2019",383,54,23,,,1,1
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2019",436,102,16,,,2,1
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2019",315,47,16,,,0,1
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2019",230,36,7,,,1,1
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2019",349,59,15,,,1,1
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2019",415,62,18,,,0,1
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2019",361,59,16,,,0,1
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2019",617,207,34,,,1,0
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2019",157,31,8,,,0,1
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2019",407,72,11,,,0,1
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2019",323,48,14,,,0,0
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2019",592,116,26,,,0,1
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2019",653,111,27,,,0,0
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2019",278,40,11,,,1,1
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2019",188,63,13,,,0,0
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2019",798,131,32,,,3,1
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2019",476,89,23,,,1,1
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2019",203,32,8,,,0,1
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2019",259,47,12,,,1,1
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2019",266,39,14,,,1,1
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2019",638,113,30,,,2,1
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2019",223,34,9,,,0,1
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2019",290,65,11,,,0,1
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2019",624,115,29,,,1,0
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2019",54,7,1,,,1,1
India,Sikkim,Unknown Districts Of India,"Financial Year (Apr - Mar), 2019",5105,875,158,,,54,15
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2019",121,16,2,,,3,1
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2019",146,11,3,,,2,1
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2019",104,9,1,,,1,1
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2019",94,14,3,,,1,1
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2019",146,15,4,,,2,0
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2019",148,18,5,,,2,1
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2019",70,11,1,,,1,1
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2019",172,18,3,,,0,1
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2019",395,75,16,,,0,2
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2019",333,53,13,,,0,4
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2019",161,17,6,,,0,2
India,Uttar Pradesh,Moradabad,"Financial Year (Apr - Mar), 2019",267,60,7,,,0,2
India,Uttar Pradesh,Muzaffarnagar,"Financial Year (Apr - Mar), 2019",286,49,4,,,0,2
India,Uttar Pradesh,Pilibhit,"Financial Year (Apr - Mar), 2019",199,28,6,,,0,2
India,Uttar Pradesh,Pratapgarh,"Financial Year (Apr - Mar), 2019",355,60,19,,,0,2
India,Uttar Pradesh,Prayagraj,"Financial Year (Apr - Mar), 2019",562,84,19,,,0,6
India,Uttar Pradesh,Rae Bareli,"Financial Year (Apr - Mar), 2019",352,51,17,,,0,2
India,Uttar Pradesh,Rampur,"Financial Year (Apr - Mar), 2019",211,35,5,,,0,2
India,Uttar Pradesh,Saharanpur,"Financial Year (Apr - Mar), 2019",364,62,14,,,0,2
India,Uttar Pradesh,Sambhal,"Financial Year (Apr - Mar), 2019",214,31,9,,,0,1
India,Uttar Pradesh,Sant Kabir Nagar,"Financial Year (Apr - Mar), 2019",185,23,4,,,0,1
India,Uttar Pradesh,Shahjahanpur,"Financial Year (Apr - Mar), 2019",298,46,17,,,0,2
India,Uttar Pradesh,Shamli,"Financial Year (Apr - Mar), 2019",135,26,7,,,0,0
India,Uttar Pradesh,Shrawasti,"Financial Year (Apr - Mar), 2019",125,12,6,,,0,1
India,Uttar Pradesh,Siddharth Nagar,"Financial Year (Apr - Mar), 2019",278,65,8,,,0,1
India,Uttar Pradesh,Sitapur,"Financial Year (Apr - Mar), 2019",471,67,18,,,0,2
India,Uttar Pradesh,Sonbhadra,"Financial Year (Apr - Mar), 2019",173,31,7,,,0,2
India,Uttar Pradesh,Sultanpur,"Financial Year (Apr - Mar), 2019",244,42,13,,,0,2
India,Uttar Pradesh,Unknown Districts Of India,"Financial Year (Apr - Mar), 2019",3135,544,57,,,24,2
India,Uttar Pradesh,Unnao,"Financial Year (Apr - Mar), 2019",357,54,7,,,0,2
India,Uttar Pradesh,Varanasi,"Financial Year (Apr - Mar), 2019",320,51,12,,,0,4
India,Uttarakhand,Almora,"Financial Year (Apr - Mar), 2019",203,26,9,,,2,1
India,Uttarakhand,Bageshwar,"Financial Year (Apr - Mar), 2019",89,15,3,,,0,1
India,Uttarakhand,Chamoli,"Financial Year (Apr - Mar), 2019",112,21,3,,,1,1
India,Uttarakhand,Champawat,"Financial Year (Apr - Mar), 2019",66,6,2,,,1,1
India,Uttarakhand,Dehradun,"Financial Year (Apr - Mar), 2019",180,33,5,,,4,1
India,Uttarakhand,Haridwar,"Financial Year (Apr - Mar), 2019",166,41,8,,,2,1
India,Uttarakhand,Nainital,"Financial Year (Apr - Mar), 2019",136,19,8,,,4,1
India,Uttarakhand,Pauri Garhwal,"Financial Year (Apr - Mar), 2019",209,31,5,,,3,1
India,Uttarakhand,Pithoragarh,"Financial Year (Apr - Mar), 2019",162,18,4,,,0,1
India,Uttarakhand,Rudra Prayag,"Financial Year (Apr - Mar), 2019",73,13,2,,,0,1
India,Uttarakhand,Tehri Garhwal,"Financial Year (Apr - Mar), 2019",212,28,11,,,1,1
India,Uttarakhand,Udam Singh Nagar,"Financial Year (Apr - Mar), 2019",154,32,5,,,1,1
India,Uttarakhand,Uttar Kashi,"Financial Year (Apr - Mar), 2019",85,12,3,,,0,1
India,West Bengal,Alipurduar,"Financial Year (Apr - Mar), 2019",236,14,7,,,1,1
India,West Bengal,Bankura,"Financial Year (Apr - Mar), 2019",564,73,22,,,1,1
India,West Bengal,Birbhum,"Financial Year (Apr - Mar), 2019",484,62,19,,,1,1
India,West Bengal,Coochbehar,"Financial Year (Apr - Mar), 2019",406,38,12,,,4,0
India,West Bengal,Dakshin Dinajpur,"Financial Year (Apr - Mar), 2019",248,22,8,,,1,1
India,West Bengal,Darjeeling,"Financial Year (Apr - Mar), 2019",181,28,9,,,1,2
India,West Bengal,Hooghly,"Financial Year (Apr - Mar), 2019",660,89,18,,,4,1
India,West Bengal,Howrah,"Financial Year (Apr - Mar), 2019",448,74,15,,,7,1
India,West Bengal,Jalpaiguri,"Financial Year (Apr - Mar), 2019",301,27,7,,,1,1
India,West Bengal,Jhargram,"Financial Year (Apr - Mar), 2019",219,26,8,,,0,1
India,West Bengal,Kalimpong,"Financial Year (Apr - Mar), 2019",49,6,3,,,0,1
India,West Bengal,Kolkata,"Financial Year (Apr - Mar), 2019",0,144,0,,,0,0
India,West Bengal,Malda,"Financial Year (Apr - Mar), 2019",511,40,16,,,1,0
India,West Bengal,Murshidabad,"Financial Year (Apr - Mar), 2019",832,83,27,,,4,0
India,West Bengal,Nadia,"Financial Year (Apr - Mar), 2019",469,64,17,,,5,1
India,West Bengal,North 24 Parganas,"Financial Year (Apr - Mar), 2019",742,149,22,,,10,2
India,West Bengal,Paschim Bardhaman,"Financial Year (Apr - Mar), 2019",173,64,9,,,1,1
India,West Bengal,Paschim Medinipur,"Financial Year (Apr - Mar), 2019",639,67,21,,,2,0
India,West Bengal,Purba Bardhaman,"Financial Year (Apr - Mar), 2019",592,83,25,,,2,0
India,West Bengal,Purba Medinipur,"Financial Year (Apr - Mar), 2019",706,59,24,,,4,2
India,West Bengal,Purulia,"Financial Year (Apr - Mar), 2019",485,55,20,,,1,0
India,West Bengal,South 24 Parganas,"Financial Year (Apr - Mar), 2019",1068,78,30,,,7,1
India,West Bengal,Uttar Dinajpur,"Financial Year (Apr - Mar), 2019",344,24,9,,,2,0
India,Andaman and Nicobar Islands,Nicobars,"Financial Year (Apr - Mar), 2018",33,4,1,8,0,0,1
India,Andaman and Nicobar Islands,North and Middle Andaman,"Financial Year (Apr - Mar), 2018",34,8,2,10,0,0,1
India,Andaman and Nicobar Islands,South Andamans,"Financial Year (Apr - Mar), 2018",29,10,1,10,2,0,1
India,Andhra Pradesh,Ananthapuramu,"Financial Year (Apr - Mar), 2018",557,16,15,29,107,2,1
India,Andhra Pradesh,Chittoor,"Financial Year (Apr - Mar), 2018",616,7,15,28,120,4,2
India,Andhra Pradesh,East Godavari,"Financial Year (Apr - Mar), 2018",774,12,26,66,146,3,1
India,Andhra Pradesh,Guntur,"Financial Year (Apr - Mar), 2018",626,15,17,54,116,2,1
India,Andhra Pradesh,Krishna,"Financial Year (Apr - Mar), 2018",528,15,12,65,124,2,1
India,Andhra Pradesh,Kurnool,"Financial Year (Apr - Mar), 2018",518,3,18,24,110,1,1
India,Andhra Pradesh,Prakasam,"Financial Year (Apr - Mar), 2018",499,6,14,35,99,2,1
India,Andhra Pradesh,Sri Potti Sriramulu Nellore,"Financial Year (Apr - Mar), 2018",449,7,14,28,88,2,1
India,Andhra Pradesh,Srikakulam,"Financial Year (Apr - Mar), 2018",422,7,15,43,88,2,1
India,Andhra Pradesh,Visakhapatnam,"Financial Year (Apr - Mar), 2018",496,14,12,87,113,3,1
India,Andhra Pradesh,Vizianagaram,"Financial Year (Apr - Mar), 2018",373,4,11,58,76,1,1
India,Andhra Pradesh,West Godavari,"Financial Year (Apr - Mar), 2018",568,9,14,67,112,3,1
India,Andhra Pradesh,Y.S.R.,"Financial Year (Apr - Mar), 2018",420,6,12,28,89,1,1
India,Arunachal Pradesh,Anjaw,"Financial Year (Apr - Mar), 2018",9,7,5,0,0,0,1
India,Arunachal Pradesh,Changlang,"Financial Year (Apr - Mar), 2018",35,7,5,0,0,0,1
India,Arunachal Pradesh,Dibang Valley,"Financial Year (Apr - Mar), 2018",10,1,1,0,0,0,1
India,Arunachal Pradesh,East Kameng,"Financial Year (Apr - Mar), 2018",23,5,3,5,6,0,1
India,Arunachal Pradesh,East Siang,"Financial Year (Apr - Mar), 2018",1,1,2,15,9,0,1
India,Arunachal Pradesh,Kamle,"Financial Year (Apr - Mar), 2018",20,4,2,0,0,0,0
India,Arunachal Pradesh,Kra Daadi,"Financial Year (Apr - Mar), 2018",9,7,1,0,0,0,0
India,Arunachal Pradesh,Kurung Kumey,"Financial Year (Apr - Mar), 2018",16,3,2,0,0,0,1
India,Arunachal Pradesh,Lohit,"Financial Year (Apr - Mar), 2018",16,4,2,0,0,0,1
India,Arunachal Pradesh,Longding,"Financial Year (Apr - Mar), 2018",6,3,3,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Financial Year (Apr - Mar), 2018",14,3,4,0,0,0,1
India,Arunachal Pradesh,Lower Siang,"Financial Year (Apr - Mar), 2018",8,3,2,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Financial Year (Apr - Mar), 2018",23,8,2,3,1,0,1
India,Arunachal Pradesh,Namsai,"Financial Year (Apr - Mar), 2018",0,0,2,15,4,0,1
India,Arunachal Pradesh,Papum Pare,"Financial Year (Apr - Mar), 2018",8,8,4,26,12,0,1
India,Arunachal Pradesh,Siang,"Financial Year (Apr - Mar), 2018",28,8,3,15,0,0,0
India,Arunachal Pradesh,Tawang,"Financial Year (Apr - Mar), 2018",0,0,2,12,6,0,1
India,Arunachal Pradesh,Tirap,"Financial Year (Apr - Mar), 2018",3,4,1,2,4,0,1
India,Arunachal Pradesh,Upper Siang,"Financial Year (Apr - Mar), 2018",10,1,4,3,1,0,1
India,Arunachal Pradesh,Upper Subansiri,"Financial Year (Apr - Mar), 2018",32,15,5,0,0,0,1
India,Arunachal Pradesh,West Kameng,"Financial Year (Apr - Mar), 2018",22,5,5,0,0,0,1
India,Arunachal Pradesh,West Siang,"Financial Year (Apr - Mar), 2018",14,8,3,0,0,0,1
India,Assam,Baksa,"Financial Year (Apr - Mar), 2018",136,25,6,21,11,0,1
India,Assam,Barpeta,"Financial Year (Apr - Mar), 2018",231,33,11,33,15,1,1
India,Assam,Bongaigaon,"Financial Year (Apr - Mar), 2018",85,16,4,23,13,0,1
India,Assam,Cachar,"Financial Year (Apr - Mar), 2018",255,20,6,15,12,0,1
India,Assam,Chirang,"Financial Year (Apr - Mar), 2018",78,19,3,9,5,0,1
India,Assam,Darrang,"Financial Year (Apr - Mar), 2018",138,29,7,21,4,0,1
India,Assam,Dhemaji,"Financial Year (Apr - Mar), 2018",78,15,4,20,8,0,1
India,Assam,Dibrugarh,"Financial Year (Apr - Mar), 2018",214,21,9,20,9,0,0
India,Assam,Dima Hasao,"Financial Year (Apr - Mar), 2018",62,8,2,10,4,0,1
India,Assam,Goalpara,"Financial Year (Apr - Mar), 2018",120,19,6,35,19,0,1
India,Assam,Golaghat,"Financial Year (Apr - Mar), 2018",133,35,4,11,6,1,1
India,Assam,Hailakandi,"Financial Year (Apr - Mar), 2018",82,11,3,25,3,0,1
India,Assam,Jorhat,"Financial Year (Apr - Mar), 2018",110,24,6,35,18,2,0
India,Assam,Kamrup,"Financial Year (Apr - Mar), 2018",253,55,13,26,10,1,1
India,Assam,Kamrup Metro,"Financial Year (Apr - Mar), 2018",48,11,3,3,34,0,1
India,Assam,Karbi Anglong,"Financial Year (Apr - Mar), 2018",124,26,8,30,15,1,1
India,Assam,Karimganj,"Financial Year (Apr - Mar), 2018",185,22,7,37,8,0,1
India,Assam,Kokrajhar,"Financial Year (Apr - Mar), 2018",135,38,2,27,8,1,1
India,Assam,Lakhimpur,"Financial Year (Apr - Mar), 2018",137,17,8,19,9,1,1
India,Assam,Marigaon,"Financial Year (Apr - Mar), 2018",104,30,5,18,5,0,1
India,Assam,Nagaon,"Financial Year (Apr - Mar), 2018",299,58,18,52,20,0,1
India,Assam,Nalbari,"Financial Year (Apr - Mar), 2018",103,33,11,18,11,0,1
India,Assam,Sivasagar,"Financial Year (Apr - Mar), 2018",202,38,4,18,7,2,1
India,Assam,Sonitpur,"Financial Year (Apr - Mar), 2018",263,46,9,18,10,2,1
India,Assam,Tinsukia,"Financial Year (Apr - Mar), 2018",146,15,8,20,7,0,1
India,Assam,Udalguri,"Financial Year (Apr - Mar), 2018",129,15,6,17,7,0,1
India,Bihar,Araria,"Financial Year (Apr - Mar), 2018",242,26,2,0,12,1,1
India,Bihar,Arwal,"Financial Year (Apr - Mar), 2018",65,26,0,0,6,0,1
India,Bihar,Aurangabad,"Financial Year (Apr - Mar), 2018",254,55,6,0,18,1,1
India,Bihar,Banka,"Financial Year (Apr - Mar), 2018",237,30,4,2,12,0,1
India,Bihar,Begusarai,"Financial Year (Apr - Mar), 2018",288,27,2,4,17,4,1
India,Bihar,Bhagalpur,"Financial Year (Apr - Mar), 2018",354,49,4,8,29,2,1
India,Bihar,Bhojpur,"Financial Year (Apr - Mar), 2018",298,31,4,0,14,2,1
India,Bihar,Buxar,"Financial Year (Apr - Mar), 2018",160,29,1,0,11,1,1
India,Bihar,Darbhanga,"Financial Year (Apr - Mar), 2018",398,79,8,0,24,1,0
India,Bihar,Gaya,"Financial Year (Apr - Mar), 2018",260,52,9,1,20,2,1
India,Bihar,Gopalganj,"Financial Year (Apr - Mar), 2018",460,53,8,9,7,1,1
India,Bihar,Jamui,"Financial Year (Apr - Mar), 2018",179,28,6,6,8,0,1
India,Bihar,Jehanabad,"Financial Year (Apr - Mar), 2018",102,33,2,5,7,0,1
India,Bihar,Kaimur (Bhabua),"Financial Year (Apr - Mar), 2018",276,27,4,3,5,1,1
India,Bihar,Katihar,"Financial Year (Apr - Mar), 2018",174,16,4,1,16,2,1
India,Bihar,Khagaria,"Financial Year (Apr - Mar), 2018",323,49,1,4,8,0,1
India,Bihar,Kishanganj,"Financial Year (Apr - Mar), 2018",186,20,1,0,10,0,1
India,Bihar,Lakhisarai,"Financial Year (Apr - Mar), 2018",156,8,1,0,9,0,1
India,Bihar,Madhepura,"Financial Year (Apr - Mar), 2018",98,11,1,4,7,1,1
India,Bihar,Madhubani,"Financial Year (Apr - Mar), 2018",272,12,4,0,22,4,1
India,Bihar,Munger,"Financial Year (Apr - Mar), 2018",376,75,2,0,12,2,1
India,Bihar,Muzaffarpur,"Financial Year (Apr - Mar), 2018",152,12,9,2,21,0,1
India,Bihar,Nalanda,"Financial Year (Apr - Mar), 2018",494,78,3,5,25,2,1
India,Bihar,Nawada,"Financial Year (Apr - Mar), 2018",367,58,2,1,9,1,1
India,Bihar,Pashchim Champaran,"Financial Year (Apr - Mar), 2018",334,28,2,0,24,2,1
India,Bihar,Patna,"Financial Year (Apr - Mar), 2018",171,33,4,3,38,4,0
India,Bihar,Purbi Champaran,"Financial Year (Apr - Mar), 2018",529,40,11,3,13,3,1
India,Bihar,Purnia,"Financial Year (Apr - Mar), 2018",234,103,2,0,20,3,1
India,Bihar,Rohtas,"Financial Year (Apr - Mar), 2018",306,42,6,6,10,2,1
India,Bihar,Saharsa,"Financial Year (Apr - Mar), 2018",251,44,1,0,9,1,1
India,Bihar,Samastipur,"Financial Year (Apr - Mar), 2018",169,32,8,2,10,4,1
India,Bihar,Saran,"Financial Year (Apr - Mar), 2018",355,65,9,3,12,2,1
India,Bihar,Sheikhpura,"Financial Year (Apr - Mar), 2018",412,58,1,2,3,0,1
India,Bihar,Sitamarhi,"Financial Year (Apr - Mar), 2018",91,5,5,0,13,2,1
India,Bihar,Siwan,"Financial Year (Apr - Mar), 2018",204,49,9,4,8,1,1
India,Bihar,Supaul,"Financial Year (Apr - Mar), 2018",375,55,2,3,8,1,1
India,Bihar,Vaishali,"Financial Year (Apr - Mar), 2018",178,23,2,3,13,2,1
India,Chandigarh,Chandigarh,"Financial Year (Apr - Mar), 2018",4,36,2,0,10,1,1
India,Chhattisgarh,Balod,"Financial Year (Apr - Mar), 2018",181,27,6,15,3,0,1
India,Chhattisgarh,Balodabazar-Bhatapara,"Financial Year (Apr - Mar), 2018",208,29,6,15,3,1,1
India,Chhattisgarh,Balrampur Ramanujganj,"Financial Year (Apr - Mar), 2018",179,25,6,15,3,1,1
India,Chhattisgarh,Bastar,"Financial Year (Apr - Mar), 2018",228,36,8,25,5,1,0
India,Chhattisgarh,Bemetara,"Financial Year (Apr - Mar), 2018",113,17,4,15,3,1,1
India,Chhattisgarh,Bijapur,"Financial Year (Apr - Mar), 2018",98,5,5,25,6,0,1
India,Chhattisgarh,Bilaspur,"Financial Year (Apr - Mar), 2018",259,56,8,15,3,1,1
India,Chhattisgarh,Dhamtari,"Financial Year (Apr - Mar), 2018",139,13,4,55,13,1,1
India,Chhattisgarh,Durg,"Financial Year (Apr - Mar), 2018",196,24,8,25,8,1,1
India,Chhattisgarh,Gariyaband,"Financial Year (Apr - Mar), 2018",184,15,6,15,3,1,1
India,Chhattisgarh,Janjgir-Champa,"Financial Year (Apr - Mar), 2018",261,44,11,15,2,1,1
India,Chhattisgarh,Jashpur,"Financial Year (Apr - Mar), 2018",243,32,8,15,3,2,1
India,Chhattisgarh,Kabeerdham,"Financial Year (Apr - Mar), 2018",239,32,8,15,3,1,1
India,Chhattisgarh,Kondagaon,"Financial Year (Apr - Mar), 2018",153,16,6,20,5,0,1
India,Chhattisgarh,Korba,"Financial Year (Apr - Mar), 2018",219,23,7,70,20,0,1
India,Chhattisgarh,Korea,"Financial Year (Apr - Mar), 2018",182,26,6,15,3,0,1
India,Chhattisgarh,Mahasamund,"Financial Year (Apr - Mar), 2018",202,25,5,25,7,0,1
India,Chhattisgarh,Mungeli,"Financial Year (Apr - Mar), 2018",111,27,3,15,2,0,1
India,Chhattisgarh,Narayanpur,"Financial Year (Apr - Mar), 2018",48,5,1,10,3,0,1
India,Chhattisgarh,Raigarh,"Financial Year (Apr - Mar), 2018",335,50,9,15,2,3,1
India,Chhattisgarh,Raipur,"Financial Year (Apr - Mar), 2018",245,40,11,35,9,3,1
India,Chhattisgarh,Rajnandgaon,"Financial Year (Apr - Mar), 2018",276,36,10,60,14,1,1
India,Chhattisgarh,Sukma,"Financial Year (Apr - Mar), 2018",76,9,3,10,3,0,1
India,Chhattisgarh,Surajpur,"Financial Year (Apr - Mar), 2018",204,32,8,15,3,0,1
India,Chhattisgarh,Surguja,"Financial Year (Apr - Mar), 2018",193,24,7,15,3,1,1
India,Chhattisgarh,Unknown Districts Of India,"Financial Year (Apr - Mar), 2018",56,8,4,20,5,0,1
India,Chhattisgarh,Uttar Bastar Kanker,"Financial Year (Apr - Mar), 2018",91,11,6,60,13,0,1
India,Delhi,Central,"Financial Year (Apr - Mar), 2018",14,69,0,0,0,3,9
India,Delhi,East,"Financial Year (Apr - Mar), 2018",15,34,0,0,0,0,2
India,Delhi,New Delhi,"Financial Year (Apr - Mar), 2018",6,73,0,0,0,3,7
India,Delhi,North,"Financial Year (Apr - Mar), 2018",8,40,0,0,0,0,3
India,Delhi,North East,"Financial Year (Apr - Mar), 2018",12,28,0,0,0,0,1
India,Delhi,North West,"Financial Year (Apr - Mar), 2018",29,65,0,0,0,1,5
India,Delhi,Shahdara,"Financial Year (Apr - Mar), 2018",25,33,0,0,0,1,6
India,Delhi,South,"Financial Year (Apr - Mar), 2018",13,34,0,0,0,0,2
India,Delhi,South East,"Financial Year (Apr - Mar), 2018",12,49,0,0,0,0,2
India,Delhi,South West,"Financial Year (Apr - Mar), 2018",36,42,0,0,0,1,3
India,Delhi,West,"Financial Year (Apr - Mar), 2018",34,73,0,0,0,0,7
India,Goa,North Goa,"Financial Year (Apr - Mar), 2018",114,0,3,0,11,0,1
India,Goa,South Goa,"Financial Year (Apr - Mar), 2018",105,0,2,0,13,2,1
India,Gujarat,Ahmadabad,"Financial Year (Apr - Mar), 2018",193,83,16,23,34,2,0
India,Gujarat,Amreli,"Financial Year (Apr - Mar), 2018",206,6,12,42,38,3,1
India,Gujarat,Anand,"Financial Year (Apr - Mar), 2018",251,33,14,26,28,1,1
India,Gujarat,Arvalli,"Financial Year (Apr - Mar), 2018",204,21,10,15,17,1,0
India,Gujarat,Banas Kantha,"Financial Year (Apr - Mar), 2018",715,81,27,44,44,3,1
India,Gujarat,Bharuch,"Financial Year (Apr - Mar), 2018",221,26,10,20,20,0,1
India,Gujarat,Bhavnagar,"Financial Year (Apr - Mar), 2018",278,42,13,21,23,2,0
India,Gujarat,Botad,"Financial Year (Apr - Mar), 2018",90,15,5,4,4,0,1
India,Gujarat,Chhotaudepur,"Financial Year (Apr - Mar), 2018",286,27,12,24,24,0,1
India,Gujarat,Dang,"Financial Year (Apr - Mar), 2018",59,0,3,9,10,0,1
India,Gujarat,Gandhinagar,"Financial Year (Apr - Mar), 2018",155,13,9,17,23,1,0
India,Gujarat,Gir Somnath,"Financial Year (Apr - Mar), 2018",151,11,8,22,22,0,1
India,Gujarat,Jamnagar,"Financial Year (Apr - Mar), 2018",184,16,9,26,29,0,0
India,Gujarat,Junagadh,"Financial Year (Apr - Mar), 2018",226,32,10,11,14,0,0
India,Gujarat,Kachchh,"Financial Year (Apr - Mar), 2018",418,32,17,24,39,2,0
India,Gujarat,Kheda,"Financial Year (Apr - Mar), 2018",276,25,15,40,39,1,1
India,Gujarat,Mahesana,"Financial Year (Apr - Mar), 2018",261,27,12,34,36,3,1
India,Gujarat,Mahisagar,"Financial Year (Apr - Mar), 2018",209,19,8,15,17,1,1
India,Gujarat,Morbi,"Financial Year (Apr - Mar), 2018",182,14,6,16,20,1,1
India,Gujarat,Narmada,"Financial Year (Apr - Mar), 2018",150,13,4,24,15,1,1
India,Gujarat,Navsari,"Financial Year (Apr - Mar), 2018",274,25,12,22,25,2,1
India,Gujarat,Panch Mahals,"Financial Year (Apr - Mar), 2018",282,31,13,18,23,0,1
India,Gujarat,Patan,"Financial Year (Apr - Mar), 2018",298,25,15,28,30,0,1
India,Gujarat,Porbandar,"Financial Year (Apr - Mar), 2018",79,7,4,6,8,0,1
India,Gujarat,Rajkot,"Financial Year (Apr - Mar), 2018",319,47,13,25,35,4,1
India,Gujarat,Sabar Kantha,"Financial Year (Apr - Mar), 2018",245,16,13,36,33,1,0
India,Gujarat,Surat,"Financial Year (Apr - Mar), 2018",293,55,21,65,48,1,0
India,Gujarat,Surendranagar,"Financial Year (Apr - Mar), 2018",342,46,12,10,10,2,1
India,Gujarat,Tapi,"Financial Year (Apr - Mar), 2018",230,28,8,11,11,0,1
